id,degree,price_year,price_total,wtp_score,wtp_raw,gender,region,city_type,income,respondent_status
24,bachelor,105000,420000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
24,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
24,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
24,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
24,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
25,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
25,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
25,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
25,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
25,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
26,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
26,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
26,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
26,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
26,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
27,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
27,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
27,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
27,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
27,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
28,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Німеччина,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
28,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Німеччина,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
28,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Німеччина,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
28,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Німеччина,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
28,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Німеччина,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
29,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
29,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
29,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
29,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
29,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
30,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Одеська,Мале місто / селище міського типу (до 50 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
30,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Одеська,Мале місто / селище міського типу (до 50 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
30,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Одеська,Мале місто / селище міського типу (до 50 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
30,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Одеська,Мале місто / селище міського типу (до 50 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
30,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Одеська,Мале місто / селище міського типу (до 50 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
31,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
31,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
31,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
31,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
31,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
32,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
32,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
32,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
32,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
32,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
33,bachelor,105000,420000,0.0,"Ні, це забагато",Жіноча,Київська область,Мале місто / селище міського типу (до 50 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
33,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київська область,Мале місто / селище міського типу (до 50 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
33,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київська область,Мале місто / селище міського типу (до 50 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
33,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область,Мале місто / селище міського типу (до 50 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
33,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область,Мале місто / селище міського типу (до 50 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
34,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Високе – сім’я матеріально забезпечена, коштів достатньо для комфортного життя.",Студент KSE
34,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Високе – сім’я матеріально забезпечена, коштів достатньо для комфортного життя.",Студент KSE
34,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Високе – сім’я матеріально забезпечена, коштів достатньо для комфортного життя.",Студент KSE
34,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Високе – сім’я матеріально забезпечена, коштів достатньо для комфортного життя.",Студент KSE
34,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Високе – сім’я матеріально забезпечена, коштів достатньо для комфортного життя.",Студент KSE
35,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Запорізька область ,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
35,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Чоловіча,Запорізька область ,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
35,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Чоловіча,Запорізька область ,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
35,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Запорізька область ,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
35,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Запорізька область ,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
36,bachelor,105000,420000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
36,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
36,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
36,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
36,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
37,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,львівська обл,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
37,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,львівська обл,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
37,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Інше / Вважаю за краще не зазначати,львівська обл,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
37,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Інше / Вважаю за краще не зазначати,львівська обл,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
37,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Інше / Вважаю за краще не зазначати,львівська обл,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
38,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
38,bachelor,127000,508000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
38,bachelor,145000,580000,1.0,"Так, ціна прийнятна",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
38,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
38,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
39,bachelor,105000,420000,1.0,"Так, це прийнятно",Інше / Вважаю за краще не зазначати,Київська область,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
39,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,Київська область,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
39,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,Київська область,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
39,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,Київська область,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
39,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Інше / Вважаю за краще не зазначати,Київська область,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
40,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Харків,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
40,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Харків,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
40,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Харків,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
40,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Харків,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
40,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Харків,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
41,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
41,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
41,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
41,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
41,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
42,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Полтавська ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
42,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Полтавська ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
42,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Полтавська ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
42,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Полтавська ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
42,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Полтавська ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
43,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Студент KSE
43,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Студент KSE
43,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Студент KSE
43,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Студент KSE
43,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Студент KSE
44,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
44,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
44,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
44,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
44,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
45,bachelor,105000,420000,1.0,"Так, це прийнятно",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
45,bachelor,127000,508000,1.0,"Так, це прийнятно",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
45,bachelor,145000,580000,1.0,"Так, ціна прийнятна",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
45,bachelor,152000,608000,1.0,"Так, все одно вступив(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
45,bachelor,200000,800000,1.0,"Так, все одно вступив(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
46,bachelor,105000,420000,1.0,"Так, це прийнятно",Чоловіча,Хмельниць,Мале місто / селище міського типу (до 50 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
46,bachelor,127000,508000,1.0,"Так, це прийнятно",Чоловіча,Хмельниць,Мале місто / селище міського типу (до 50 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
46,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Чоловіча,Хмельниць,Мале місто / селище міського типу (до 50 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
46,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Чоловіча,Хмельниць,Мале місто / селище міського типу (до 50 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
