id,degree,price_year,price_total,wtp_score,wtp_raw,gender,region,city_type,income,respondent_status
46,bachelor,200000,800000,0.5,"Можливо, залежно від програми",Чоловіча,Хмельниць,Мале місто / селище міського типу (до 50 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
47,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Місто Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
47,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Чоловіча,Місто Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
47,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Чоловіча,Місто Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
47,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Чоловіча,Місто Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
47,bachelor,200000,800000,0.5,"Можливо, залежно від програми",Чоловіча,Місто Київ,Велике місто (понад 500 тис. населення),"Нижче середнього – вистачає на необхідне, але додаткові витрати даються важко.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
48,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Крюківщина ,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
48,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Крюківщина ,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
48,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Жіноча,Крюківщина ,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
48,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Жіноча,Крюківщина ,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
48,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Крюківщина ,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
49,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
49,bachelor,127000,508000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
49,bachelor,145000,580000,1.0,"Так, ціна прийнятна",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
49,bachelor,152000,608000,1.0,"Так, все одно вступив(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
49,bachelor,200000,800000,1.0,"Так, все одно вступив(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
50,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,"Харківська область, місто Харків",Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
50,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Чоловіча,"Харківська область, місто Харків",Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
50,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,"Харківська область, місто Харків",Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
50,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,"Харківська область, місто Харків",Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
50,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,"Харківська область, місто Харків",Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
51,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
51,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
51,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
51,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
51,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
52,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,київ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
52,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,київ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
52,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,київ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
52,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,київ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
52,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,київ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
53,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
53,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
53,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
53,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
53,bachelor,200000,800000,0.5,"Можливо, залежно від програми",Жіноча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
54,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
54,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Інше / Вважаю за краще не зазначати,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
54,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Інше / Вважаю за краще не зазначати,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
54,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Інше / Вважаю за краще не зазначати,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
54,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Інше / Вважаю за краще не зазначати,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
55,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,м.Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
55,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,м.Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
55,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Жіноча,м.Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
55,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,м.Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
55,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,м.Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
56,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Дніпропетровська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
56,bachelor,127000,508000,1.0,"Так, це прийнятно",Жіноча,Дніпропетровська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
56,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Дніпропетровська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
56,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Дніпропетровська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
56,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Дніпропетровська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
57,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
57,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Чоловіча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
57,bachelor,145000,580000,0.5,"Можливо, залежно від програми",Чоловіча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
57,bachelor,152000,608000,0.5,"Можливо, залежно від програми",Чоловіча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
57,bachelor,200000,800000,0.5,"Можливо, залежно від програми",Чоловіча,Київська область ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
58,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
58,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
58,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
58,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
58,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент/студентка іншого університету
59,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
59,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
59,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
59,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
59,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
60,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
60,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
60,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
60,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
60,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
61,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Чернігівська,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
61,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Чернігівська,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
61,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Чернігівська,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
61,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Чернігівська,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
61,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Чернігівська,Сільська місцевість (село),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
62,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
62,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
62,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
62,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
62,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Харків ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
63,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Львів,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
63,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Львів,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
63,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Львів,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
63,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Львів,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
63,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Львів,Велике місто (понад 500 тис. населення),"Низьке – сім’ї важко покривати базові потреби, часто бракує коштів.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
64,bachelor,105000,420000,0.5,"Можливо, залежно від програми",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
64,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
64,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
64,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
64,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ ,Велике місто (понад 500 тис. населення),"Вище середнього – здатні оплачувати великі покупки, подорожі тощо без значних труднощів.",Студент KSE
65,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Дніпропетровська,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
65,bachelor,127000,508000,1.0,"Так, це прийнятно",Жіноча,Дніпропетровська,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
65,bachelor,145000,580000,1.0,"Так, ціна прийнятна",Жіноча,Дніпропетровська,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
65,bachelor,152000,608000,1.0,"Так, все одно вступив(ла) б",Жіноча,Дніпропетровська,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
65,bachelor,200000,800000,1.0,"Так, все одно вступив(ла) б",Жіноча,Дніпропетровська,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Учень/учениця 11 класу або недавній випускник школи (майбутній абітурієнт на бакалаврат).
66,bachelor,105000,420000,0.0,"Ні, це забагато",Чоловіча,Чернігівська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
66,bachelor,127000,508000,0.0,"Ні, це забагато",Чоловіча,Чернігівська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
66,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Чоловіча,Чернігівська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
66,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Чернігівська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
66,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Чоловіча,Чернігівська область ,Середнє місто (50–500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
67,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
67,bachelor,127000,508000,0.0,"Ні, це забагато",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
67,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
67,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
67,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Сільська місцевість (село),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент KSE
68,bachelor,105000,420000,1.0,"Так, це прийнятно",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
68,bachelor,127000,508000,0.5,"Можливо, залежно від програми",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
68,bachelor,145000,580000,0.0,"Ні, не вступав(ла) б",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
68,bachelor,152000,608000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
68,bachelor,200000,800000,0.0,"Ні, за такої ціни не розглядатиму навчання",Жіноча,Київ,Велике місто (понад 500 тис. населення),"Середнє – можемо дозволити собі основні витрати, часом – щось додаткове.",Студент/студентка іншого університету
